id,key,value,type
3488736325,natural,tree,regular
3488768903,man_made,water_tower,regular
3488769602,man_made,water_tank,regular
3496142342,name,British Dentist,regular
3496142342,amenity,dentist,regular
3498798300,shop,beauty,regular
3498798409,shop,convenience,regular
3498798427,shop,electronics,regular
3498814906,man_made,water_tank,regular
3498836466,name,Top Story Beauty,regular
3498836466,shop,hairdresser,regular
3498838127,office,company,regular
3498903244,man_made,water_tank,regular
3498914076,height,6,regular
3498914076,natural,tree,regular
3498914799,height,6,regular
3498914799,natural,tree,regular
3500155813,power,tower,regular
3500155852,power,tower,regular
3500565471,shop,convenience,regular
3500611935,man_made,water_tank,regular
3500611953,man_made,water_tank,regular
3500653410,height,7,regular
3500653410,natural,tree,regular
3500669557,name,Amini Nursery Sch,regular
3500669557,amenity,kindergarten,regular
3500711878,name,Salon,regular
3500711878,shop,hairdresser,regular
3500712110,shop,hairdresser,regular
3500753821,natural,tree,regular
3500768502,amenity,restaurant,regular
3500784654,natural,tree,regular
3500785788,man_made,water_tank,regular
3509904396,shop,convenience,regular
3509932295,natural,tree,regular
3510005408,height,7,regular
3510005408,natural,tree,regular
3510005534,height,7,regular
3510005534,natural,tree,regular
3525399876,shop,laundry,regular
3525408941,man_made,water_tank,regular
3525408959,natural,tree,regular
3525426559,shop,convenience,regular
3525470504,natural,tree,regular
3525479189,shop,convenience,regular
3525482159,amenity,drinking_water,regular
3525570786,man_made,water_tank,regular
3525634450,height,7,regular
3525634450,natural,tree,regular
3525634660,height,7,regular
3525634660,natural,tree,regular
3525634750,height,7,regular
3525634750,natural,tree,regular
3525634804,man_made,water_tank,regular
3525634822,shop,greengrocer,regular
3525644766,natural,tree,regular
3527781858,natural,tree,regular
3527853023,natural,tree,regular
3527980528,natural,tree,regular
3527980564,natural,tree,regular
3527980582,natural,tree,regular
3527980582,species,coconut,regular
3527981597,natural,tree,regular
3527981597,species,coconut,regular
3527981615,natural,tree,regular
3527989144,name,MP Alluminium And Glasses,regular
3527989144,shop,hardware,regular
3527989689,shop,convenience,regular
3528031825,natural,tree,regular
3528031843,natural,tree,regular
3528031861,natural,tree,regular
3528031879,natural,tree,regular
3528032197,natural,tree,regular
3528082492,name,Frisco Cafe,regular
3528082492,amenity,cafe,regular
3528149339,height,7,regular
3528149339,natural,tree,regular
3528149800,height,7,regular
3528149800,natural,tree,regular
3529940511,natural,tree,regular
3529940530,natural,tree,regular
3529940551,natural,tree,regular
3529940569,natural,tree,regular
3529940587,natural,tree,regular
3529941305,natural,tree,regular
3529956699,natural,tree,regular
3529956717,natural,tree,regular
3529956942,height,8,regular
3529956942,natural,tree,regular
3530100372,shop,tailor,regular
3530214487,natural,tree,regular
3530321885,natural,tree,regular
3530326127,name,"Mpesa, Tigo Pesa Shop",regular
3530326127,amenity,mobile_money_agent,regular
3530340172,shop,convenience,regular
3530349866,shop,kiosk,regular
3530350302,natural,tree,regular
3530417031,natural,tree,regular
3530523870,natural,tree,regular
3530547218,natural,tree,regular
3530547236,natural,tree,regular
3544589422,natural,tree,regular
3544589444,natural,tree,regular
3553544907,name,Mwisho Wa Lami,regular
3553544907,highway,bus_stop,regular
3580849743,natural,tree,regular
3581166654,building,yes,regular
3581440936,natural,tree,regular
3581440988,natural,tree,regular
3581441571,natural,tree,regular
3581441809,natural,tree,regular
3581490249,natural,tree,regular
3581549493,natural,tree,regular
3581549537,natural,tree,regular
3581549557,natural,tree,regular
3582970003,natural,tree,regular
3582970021,natural,tree,regular
3582970039,natural,tree,regular
3582970057,natural,tree,regular
3582970076,natural,tree,regular
3582970194,natural,tree,regular
3582970213,natural,tree,regular
3582970231,natural,tree,regular
3582970249,natural,tree,regular
3582970267,natural,tree,regular
3582970285,natural,tree,regular
3582970303,natural,tree,regular
3582970321,natural,tree,regular
3583030173,natural,tree,regular
3583030191,natural,tree,regular
3583033703,natural,tree,regular
3583033721,natural,tree,regular
3583045602,natural,tree,regular
3583079517,natural,tree,regular
3583079535,natural,tree,regular
3583079553,natural,tree,regular
3583079571,natural,tree,regular
3583109212,height,7,regular
3583109212,natural,tree,regular
3583109237,height,7,regular
3583109237,natural,tree,regular
3583109257,height,7,regular
3583109257,natural,tree,regular
3583109275,height,7,regular
3583109275,natural,tree,regular
3583109893,height,7,regular
3583109893,natural,tree,regular
3583109911,height,7,regular
3583109911,natural,tree,regular
3583109929,height,7,regular
3583109929,natural,tree,regular
3583109947,height,7,regular
3583109947,natural,tree,regular
3583109965,height,7,regular
3583109965,natural,tree,regular
3583109983,height,7,regular
3583109983,natural,tree,regular
3583114630,natural,tree,regular
3583239014,natural,tree,regular
3597384995,natural,tree,regular
3598258678,name,M-PESA,regular
3598258678,amenity,mobile_money_agent,regular
3598259714,amenity,cafe,regular
3598259750,shop,convenience,regular
3600165640,name,Video Library,regular
3600165640,shop,video,regular
3600194660,name,Chotec General Supplies,regular
3600194660,shop,electronics,regular
3600194660,opening_hours,sunrise-sunset,regular
3600194678,name,True Quality,regular
3600194678,amenity,studio,regular
3600205583,name,Fetty Big Star,regular
3600205583,shop,music,regular
3600210101,name,Viva Care Center,regular
3600210101,shop,mobile_phone,regular
3600241872,shop,convenience,regular
3600241872,material,cement_block,building
3600279595,height,7,regular
3600279595,natural,tree,regular
3600279614,height,7,regular
3600279614,natural,tree,regular
3600279633,height,7,regular
3600279633,natural,tree,regular
3600291196,name,Lulu Secretariate Service,regular
3600291196,shop,stationery,regular
3600297083,name,Furniture Workshop,regular
3600297083,shop,furniture,regular
3600348146,name,Gtide Mobile,regular
3600348146,shop,mobile_phone,regular
3600350758,natural,tree,regular
3602166723,name,Akiba na Mikopo,regular
3602166723,office,insurance,regular
3602166777,amenity,cafe,regular
3602169053,amenity,bar,regular
3602185390,shop,convenience,regular
3602193105,name,Sabuni Store & Kiosk,regular
3602193105,shop,convenience,regular
3602270513,natural,tree,regular
3602276857,name,Steps Entertainment Ltd,regular
3602276857,shop,music,regular
3602410094,name,Model Fashion,regular
3602410094,shop,boutique,regular
3602453056,name,Kwato Leather Goods & Material,regular
3602453056,shop,department_store,regular
3604936756,name,Sms Music Sound,regular
3604936756,shop,music,regular
3604938981,shop,kiosk,regular
3604972319,amenity,bicycle_repair_station,regular
3605009881,name,Mandua Enterprises,regular
3605009881,shop,stationery,regular
3606972310,shop,convenience,regular
3606984051,shop,convenience,regular
3606999045,shop,convenience,regular
3607009092,name,Kilakota Auto Spaire parts,regular
3607009092,shop,car_parts,regular
3607013936,shop,hairdresser,regular
3607017614,name,Ruya Stationery,regular
3607017614,shop,stationery,regular
3607017898,shop,tailor,regular
3607020031,natural,tree,regular
3607085281,natural,tree,regular
3610489580,name,Ngeme Stationery,regular
3610489580,shop,stationery,regular
3610490430,shop,convenience,regular
3610502490,natural,tree,regular
3610523939,man_made,works,regular
3610617042,shop,beverages,regular
3610701995,shop,convenience,regular
3612520380,shop,convenience,regular
3612586136,amenity,cafe,regular
3614820207,natural,tree,regular
3614825588,natural,tree,regular
3614827544,natural,tree,regular
3644606565,natural,tree,regular
3645749441,natural,tree,regular
3645749613,natural,tree,regular
3645749631,natural,tree,regular
3645749649,natural,tree,regular
3648411505,natural,tree,regular
3648428034,natural,tree,regular
3648456522,natural,tree,regular
3648468557,natural,tree,regular
3648471564,natural,tree,regular
3648505446,natural,tree,regular
3648631321,natural,tree,regular
3648632227,natural,tree,regular
3648634542,natural,tree,regular
3648634561,natural,tree,regular
3648634580,natural,tree,regular
3648634602,natural,tree,regular
3648745155,natural,tree,regular
3648764306,natural,tree,regular
3648840436,natural,tree,regular
3648841227,natural,tree,regular
3648841295,natural,tree,regular
3648981791,natural,tree,regular
3648981809,natural,tree,regular
3648982127,natural,tree,regular
3648982145,natural,tree,regular
3648982164,natural,tree,regular
3648982182,natural,tree,regular
3648982200,natural,tree,regular
3648982218,natural,tree,regular
3650069791,natural,tree,regular
3650157675,natural,tree,regular
3650166765,natural,tree,regular
3650210715,natural,tree,regular
3650211748,natural,tree,regular
3650212061,natural,tree,regular
3650212079,natural,tree,regular
3650212098,natural,tree,regular
3650212121,natural,tree,regular
3650212430,natural,tree,regular
3650212450,natural,tree,regular
3650212472,natural,tree,regular
3650212504,natural,tree,regular
3650212540,natural,tree,regular
3650212573,natural,tree,regular
3650212594,natural,tree,regular
3650314205,natural,tree,regular
3650546731,shop,convenience,regular
3650628425,shop,hardware,regular
3650655151,natural,tree,regular
3650687695,natural,tree,regular
3650690947,natural,tree,regular
3650690947,species,Coconut,regular
3651347851,natural,tree,regular
3651347851,species,Coconut,regular
3651398906,amenity,bicycle_parking,regular
3651398906,bicycle_parking,ground_slots,regular
3652355728,shop,variety_store,regular
3652462701,shop,tailor,regular
3652521737,natural,tree,regular
3652521755,natural,tree,regular
3652521773,natural,tree,regular
3652521791,natural,tree,regular
3652552980,amenity,mobile_money_agent,regular
3652552980,network,Airtel,regular
3652567088,natural,tree,regular
3652571349,natural,tree,regular
3652572824,amenity,marketplace,regular
3652573134,natural,tree,regular
3652573152,natural,tree,regular
3652575709,shop,convenience,regular
3652595069,shop,kiosk,regular
3652609241,shop,variety_store,regular
3652647538,shop,convenience,regular
3652652215,shop,kiosk,regular
3652674177,amenity,waste_disposal,regular
3652682278,shop,convenience,regular
3652685622,natural,tree,regular
3652687716,shop,tailor,regular
3652687716,wheelchair,no,regular
3652689088,shop,beauty,regular
3652702939,natural,tree,regular
3652710511,natural,tree,regular
3652727639,name,Lesoloma Auto Spare,regular
3652727639,shop,hardware,regular
3652747978,shop,kiosk,regular
3652749154,natural,tree,regular
3652749154,species,Coconut,regular
3652749176,natural,tree,regular
3652749176,species,Coconut,regular
3652749198,natural,tree,regular
3652749198,species,Coconut,regular
3653636942,natural,tree,regular
3653713039,amenity,marketplace,regular
3653717651,shop,tailor,regular
3653717651,building,commercial,regular
3653717651,street,Mikoroshini,addr
3653717651,levels,1,building
3653717651,material,cement_block,building
3653733195,man_made,water_tank,regular
3653733213,man_made,water_tank,regular
3653762057,shop,electronics,regular
3653805996,natural,tree,regular
3653806014,natural,tree,regular
3653828926,natural,tree,regular
3653860576,natural,tree,regular
3653869850,natural,tree,regular
3653870042,natural,tree,regular
3653902857,natural,tree,regular
3653913305,shop,convenience,regular
3653924055,name,Metal Fabrication,regular
3653924055,man_made,works,regular
3653927301,natural,tree,regular
3653936968,natural,tree,regular
3653944574,name,Polina Stationery,regular
3653944574,shop,stationery,regular
3653957312,name,Yohana Shop,regular
3653957312,shop,convenience,regular
3653970060,amenity,mobile_money_agent,regular
3653970060,network,M-pesa,regular
3653975682,amenity,fast_food,regular
3653976136,shop,tailor,regular
3653978212,natural,tree,regular
3653980672,name,Naina Collection,regular
3653980672,shop,boutique,regular
3653980672,opening_hours,sunrise-sunset,regular
3653981349,shop,bakery,regular
3653992290,man_made,water_tank,regular
3653994951,natural,tree,regular
3653996304,natural,tree,regular
3654034484,shop,clothes,regular
3654036909,shop,clothes,regular
3654040138,natural,tree,regular
3654056732,natural,tree,regular
3654056750,natural,tree,regular
3654057049,natural,tree,regular
3654062595,natural,tree,regular
3654062614,natural,tree,regular
3654066037,natural,tree,regular
3654068717,shop,clothes,regular
3654079699,natural,tree,regular
3654081087,shop,convenience,regular
3654081123,amenity,drinking_water,regular
3654082015,shop,hairdresser,regular
3654109947,shop,beverages,regular
3654112428,natural,tree,regular
3654141705,natural,tree,regular
3654153366,name,Ibo Butcher,regular
3654153366,shop,butcher,regular
3654248415,shop,convenience,regular
3654741567,natural,tree,regular
3654776363,natural,tree,regular
3655182551,natural,tree,regular
3655182551,species,Coconut,regular
3655306392,natural,tree,regular
3657444638,natural,tree,regular
3657462299,natural,tree,regular
3657475902,natural,tree,regular
3657896930,natural,tree,regular
3658463278,natural,tree,regular
3658463278,species,Coconut,regular
3658497601,natural,tree,regular
3658522697,natural,tree,regular
3658523594,natural,tree,regular
3658523612,natural,tree,regular
3658523630,natural,tree,regular
3658523648,natural,tree,regular
3658655208,natural,tree,regular
3658681308,shop,stationery,regular
3658701574,shop,clothes,regular
3658706240,name,Neema Beauty Salon,regular
3658706240,shop,hairdresser,regular
3658710669,shop,video,regular
3658714690,natural,tree,regular
3658724835,shop,convenience,regular
3658724835,wheelchair,no,regular
3658765318,shop,convenience,regular
3658766923,natural,tree,regular
3658768373,amenity,restaurant,regular
3658768373,cuisine,burger,regular
3658769960,shop,hardware,regular
3658781507,shop,convenience,regular
3658784489,shop,electronics,regular
3658817632,amenity,mobile_money_agent,regular
3658817632,network,Tigo -pesa;M -Pesa,regular
3658822404,natural,tree,regular
3658822500,natural,tree,regular
3658825002,name,Trishaz Stationery,regular
3658825002,shop,stationery,regular
3658843692,amenity,fast_food,regular
3658843710,shop,kiosk,regular
3658861218,natural,tree,regular
3658865087,shop,hardware,regular
3658904225,name,Studio,regular
3658904225,shop,art,regular
3658906972,natural,tree,regular
3658939532,name,Saint Nestory Perfect School,regular
3658939532,amenity,school,regular
3658939608,natural,tree,regular
3658940203,man_made,water_tank,regular
3658940222,amenity,fast_food,regular
3658940403,shop,convenience,regular
3658940573,natural,tree,regular
3659150162,natural,tree,regular
3659177984,natural,tree,regular
3659200763,natural,tree,regular
3659325078,natural,tree,regular
3659424023,natural,tree,regular
3659445089,natural,tree,regular
3659537302,natural,tree,regular
3659537320,natural,tree,regular
3659541171,natural,tree,regular
3659541189,natural,tree,regular
3659756791,natural,tree,regular
3659764736,natural,tree,regular
3659780148,natural,tree,regular
3659780166,natural,tree,regular
3659788793,natural,tree,regular
3659793188,natural,tree,regular
3659819571,shop,convenience,regular
3659830326,natural,tree,regular
3659830344,natural,tree,regular
3659830362,natural,tree,regular
3659833154,natural,tree,regular
3659845825,shop,confectionery,regular
3659852349,shop,kiosk,regular
3659859538,amenity,office,regular
3659859538,name,Teacher's Office,regular
3659861852,natural,tree,regular
3659861870,natural,tree,regular
3659867284,man_made,water_tank,regular
3659876795,natural,tree,regular
